"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034728","GO:0034728","nucleosome organization","61/5588","119/16990",2.47397093141321e-05,0.000907790027318558,0.000749040423164717,"ACTL6A/ANP32B/ANP32E/ARID2/ASF1B/ATRX/BRD2/CHAF1A/CHAF1B/CHD2/CHRAC1/DAXX/DMAP1/DNAJC9/GRWD1/H1-0/H1-10/H2AX/MACROH2A1/H1-2/H1-3/H1-4/H2BC5/H2BC11/H2BC12/H2BC15/H3C4/H3C12/H2BC21/H2BC18/H2AC25/H2BC26/HMGA1/HMGB2/HP1BP3/KAT5/MCM2/MCM3AP/NAP1L1/NAP1L4/RUVBL1/RUVBL2/SART3/SET/SETD2/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SMYD3/SOX9/SPTY2D1/SRCAP/SSRP1/SUPT16H/SUPT6H/TSPYL2/TSPYL4/ZNHIT1",61
"GO:0032434","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","68/5588","136/16990",2.51941348150609e-05,0.000919151539114979,0.000758415092799412,"AKT1/ANKIB1/ARIH1/ARIH2/AXIN1/BAG6/BCAP31/CAMLG/CAV1/CDC20/CHFR/CLU/CSNK1D/DAB2/DDA1/DVL1/EIF3H/FHIT/FZR1/GBA1/GCLC/GLMN/GNA12/GSK3A/HECTD1/HERPUD1/HSP90AB1/HSPA1A/HSPA1B/HSPBP1/KEAP1/MAP1A/MDM2/MKRN2/N4BP1/NKD2/OGT/PARK7/PLK1/PLK3/PRICKLE1/PSMD10/RAD23A/RAD23B/RCHY1/RNF14/RNF144A/RYBP/SDCBP/SGTA/SIRT2/SIRT6/SMARCC1/SOCS4/SVIP/ELOB/TRIB2/TRIB3/UBQLN4/UCHL5/UFL1/USP14/USP5/USP7/VCP/WAC/XPO1/ZER1",68
"GO:0060606","GO:0060606","tube closure","50/5588","93/16990",2.54462072943342e-05,0.000923042993739618,0.000761626030054777,"ABL1/ARHGAP35/BBS4/BMP4/BRD2/CASP3/CECR2/CELSR1/CITED2/DEAF1/DLC1/DVL1/DVL2/DVL3/GLMN/HECTD1/IFT122/IFT172/KAT2A/KDM2B/LMO4/LRP2/MED12/MTHFD1/MTHFD1L/MTHFR/NOG/NPHP3/OPA1/PFN1/PRICKLE1/PRKACA/PRKACB/RARG/RGMA/SCRIB/SDC4/SEMA4C/SETD2/SFRP1/SKI/STIL/SUFU/TGFB1/TMED2/TRAF6/TSC2/TULP3/TWIST1/VASP",50
"GO:0090150","GO:0090150","establishment of protein localization to membrane","109/5588","239/16990",2.56914878970793e-05,0.000926645256651474,0.000764598347941786,"AGK/AKAP5/AKT2/AP3B1/ARFRP1/ARL6IP1/GET3/ATAD1/ATP13A1/ATP6AP1/BAG6/BAX/BBS2/BCS1L/BID/CALM3/CAMLG/CD24/CDK5/CDK5R1/CHM/CHMP4A/CHMP4B/CLN3/CPLX1/CSK/EGFR/ERBB2/FIS1/GDI1/GET4/GGA2/GOLGA7B/GOLPH3/GRIN3B/GRIP2/HRAS/HSP90AA1/HSPA4/HSPA5/ICMT/INPP5K/ITGB1BP1/KIF13A/MACF1/MFF/MICALL1/MTX1/MYO1C/NACA/NMT1/NSF/OPTN/PEX19/PEX26/PEX5/PREPL/NECTIN3/RAB10/RAB11B/RAB26/RAB31/RAB3GAP1/RAB7A/RAB8A/RAB8B/RDX/REEP2/RFTN1/RSC1A1/SAMM50/SCRIB/SDCBP/SEC16A/SEC61A1/SEC61A2/SEC63/SGTA/SNAP25/SRP14/SRP68/SRPRB/SSR1/TIMM10/TIMM13/TIMM8A/TIMM9/TOMM20/TOMM22/TOMM40/TOMM6/TRAM1L1/UBL4A/VAMP2/VAMP3/VPS35/VPS37B/VPS37C/WDR83OS/ZDHHC12/ZDHHC18/ZDHHC21/ZDHHC23/ZDHHC3/ZDHHC4/ZDHHC6/ZDHHC7/ZDHHC9/ZFAND2B",109
"GO:1902459","GO:1902459","positive regulation of stem cell population maintenance","29/5588","46/16990",2.62076788303973e-05,0.000939922854324081,0.000775554028308398,"ACTB/ACTL6A/ARID4A/ARID4B/BCL7A/BCL7B/BCL7C/BRMS1/BRMS1L/DPF2/BICRA/HDAC1/ING1/ING2/KDM2B/OGT/RBBP4/RBBP7/SAP30/SAP30L/SIN3A/SMARCA4/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SS18/TET1/YAP1",29
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","145/5588","333/16990",2.70107864458569e-05,0.000963283552574716,0.000794829529004044,"ACTB/ACTL6A/ADAM17/ADAMTS1/AKT1/ANAPC5/ANAPC7/ANXA1/APEX1/APP/ARID1B/ARID2/ATAD5/AURKB/AVEN/BABAM1/BCL7A/BCL7B/BCL7C/BID/BIRC5/BRCA1/BRCC3/BRD4/BRD7/BRSK1/BTN2A2/CACNB4/CASP2/CCNB1/CCND1/CCND2/CCND3/CCNG1/CCNH/CDC14A/CDC16/CDC20/CDC25A/CDC25B/CDC6/CDCA5/CDCA8/CDK2AP2/CDK4/CDK5RAP3/CDKN1A/CDKN2B/CHFR/CTDSP1/CTDSP2/CUL4A/CUL4B/DBF4B/DDB1/DPF1/DPF2/DTL/DYNC1LI1/E2F1/EGFR/EIF4G1/ERCC2/ERCC3/ESPL1/FBXO7/FHL1/FZR1/GEN1/GTSE1/HSPA2/HUS1/IK/INCENP/INHBA/INO80/INTS3/KANK2/KLF4/KLHL18/KNTC1/MAD2L2/MDM2/MECP2/MEPCE/MIIP/MNAT1/MTBP/NAE1/NBN/NEK11/ORC1/PBRM1/PKD1/PLK1/PLK2/PLK3/PLRG1/PPP1R9B/PPP2CA/PRMT2/PSME1/PSME3/PTPN6/RAD50/RAD51C/RBBP8/RCC2/RDX/RFWD3/RINT1/RNASEH2B/RPA2/RPL26/RPS27L/RPTOR/RRM1/RRM2/SIN3A/SIRT2/SLFN11/SMARCA4/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SPC24/SPC25/STIL/TFAP4/TFDP1/TOPBP1/TRIAP1/TRIP13/UBE2C/USP47/VPS4A/WAC/WEE1/XPC/XRCC3/ZFP36L1/ZW10/ZWILCH/ZWINT",145
"GO:0000723","GO:0000723","telomere maintenance","74/5588","151/16990",2.74367152268704e-05,0.000973007085252365,0.000802852660799219,"ACD/ACTL6A/APEX1/ATR/ATRX/AURKB/SHLD1/CCNE1/CCT2/CCT3/CCT5/CCT6A/CCT7/CTNNB1/DCLRE1A/DCP2/DKC1/DNA2/EXOSC10/SLF2/SHLD2/FEN1/GNL3L/HMBOX1/HNRNPD/HNRNPU/HSP90AA1/HSP90AB1/HUS1/INO80/INO80D/INO80E/MAD2L2/MAP3K4/MAPK1/MAPK3/MAPKAPK5/MCRS1/MYC/NAT10/NBN/NFRKB/NHP2/NOP10/PARN/PARP1/PARP3/PIF1/PKIB/POT1/RAD50/RAD51C/RAD51D/RFC1/RPA1/RPA2/RUVBL1/RUVBL2/SIRT6/SMARCAL1/SMG5/SMG6/TELO2/TEP1/TERF2IP/TFIP11/TNKS1BP1/UCHL5/UPF1/USP7/XRCC3/XRCC5/XRCC6/XRN1",74
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","76/5588","156/16990",2.79071642691524e-05,0.000984192659892107,0.000812082160253229,"ARHGEF10/AURKB/BCCIP/BIRC5/CCDC61/CCNB1/CDC20/CDCA8/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/DCTN1/DRG1/DYNLT1/EML1/ESPL1/TASOR/FBXW11/HNRNPU/HSPA1A/HSPA1B/HTT/INCENP/INSC/ITGB1/KAT5/KIF15/KIF3B/KIF4A/KIF4B/KIFC1/KPNB1/LSM14A/MAP4/MAP9/MAPRE1/MECP2/MYBL2/NUDC/NUMA1/NUSAP1/PARP3/PCNT/PIBF1/PKD1/PLK1/PLK2/POLDIP2/PTPA/PSRC1/RAE1/RAN/RCC1/RHOA/SAPCD2/SBDS/SETD2/SMC1A/SMC3/SPAST/SPC25/SPICE1/SPRY2/STAG1/STIL/STMN1/SUN2/TACC3/UBXN2B/VCP/WDR62/WRAP73/ZW10",76
"GO:2000036","GO:2000036","regulation of stem cell population maintenance","39/5588","68/16990",2.80897794519643e-05,0.000985159778790438,0.000812880154422648,"ACTB/ACTL6A/ARID4A/ARID4B/BCL7A/BCL7B/BCL7C/BMP7/BRMS1/BRMS1L/DPF2/ELAVL1/BICRA/HDAC1/ING1/ING2/KAT2A/KDM2B/KDM3A/LOXL2/MYC/OGT/RBBP4/RBBP7/SAP30/SAP30L/SIN3A/SMARCA4/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SS18/TAF5L/TAF6L/TET1/WDR43/YAP1/ZC3H13",39
"GO:0050767","GO:0050767","regulation of neurogenesis","157/5588","365/16990",2.83194757019438e-05,0.000986100763743774,0.000813656584815611,"ACE/ACTR2/ADNP/ANKRD27/ANXA2/BMAL1/ASCL1/ASPM/B2M/BAIAP2/GPRASP3/BHLHE40/BHLHE41/BMP2/BMP7/CAMK2B/CAPRIN1/CAPRIN2/CDH1/CDH4/CDK5/CDKL5/CDKN2B/CERS2/CHD7/CRABP2/CTDSP1/CTNNB1/CX3CR1/CXCL12/DAAM2/DAG1/DBN1/DBNL/DICER1/DLL1/DMRTA2/DPYSL5/DUSP10/DYNLT1/E2F1/EEF2K/EFNB3/EPHA4/EPHA7/EPHB2/FAIM/FGF2/FN1/FSTL4/GDI1/HDAC1/HES1/HES2/HES5/HES6/HES7/HEYL/HIF1A/HLTF/HMGB2/HOOK3/ID4/IFRD1/ITGB1/KDM4A/KIAA0319/KIT/L1CAM/LDLR/LIF/LIG4/LIMK1/LPAR3/LRP2/LRP4/LRP8/MACF1/MAP1B/MAP3K13/MAP6/MAPT/MBP/MCF2/MDK/MECP2/MEGF8/MTOR/NAP1L1/NF2/NFATC4/NIN/NOG/NR1D1/NTN1/NTRK2/OBSL1/OLIG2/PER2/PLAG1/PLXNA1/PLXNC1/PLXND1/POU4F1/POU4F2/PRKCH/PRMT5/PROX1/PRPF19/PRTG/PRUNE1/PTPRD/PTPRS/RAPGEF2/RGS14/RNF10/ROBO1/SEMA3D/SEMA3E/SEMA3F/SEMA4C/SEMA4F/SEMA4G/SEMA5B/SEMA6A/SEMA6B/SEMA6D/SERPINE2/SERPINF1/SHOX2/SIRT2/SKI/SLC7A5/SLIT2/SORL1/SOX8/SRRT/SYNGAP1/SYT4/TBC1D24/TGFB1/TIAM2/TMEM98/TP73/TSPO/TWF2/UFL1/ULK1/VEGFA/VEGFC/WDR62/XRCC2/XRCC5/YAP1/YTHDF2/ZFYVE27/ZNF335",157
"GO:0000079","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","52/5588","98/16990",2.85826308331529e-05,0.000986100763743774,0.000813656584815611,"ACTB/ADAM17/AKT1/BCCIP/CASP3/CCNA2/CCNB1/CCND1/CCND2/CCND3/CCNE1/CCNF/CCNG1/CCNH/CCNI/CCNK/CCNL1/CCNT2/CDC25A/CDC37/CDC6/CDK5R1/CDK5R2/CDK5RAP3/CDKN1A/CDKN1C/CDKN2B/CKS1B/CKS2/CNPPD1/EGFR/FBXO7/GADD45A/GTF2H1/HERC5/HEXIM1/IPO5/IPO7/LATS2/MEN1/MNAT1/NR2F2/PKD1/PKMYT1/PLK1/PROX1/PSMD10/PSRC1/SERTAD1/SFN/TFAP4/TNFAIP3",52
"GO:0014020","GO:0014020","primary neural tube formation","52/5588","98/16990",2.85826308331529e-05,0.000986100763743774,0.000813656584815611,"ABL1/ARHGAP35/BBS4/BMP4/BMP7/BRD2/CASP3/CECR2/CELSR1/CITED2/DEAF1/DLC1/DVL1/DVL2/DVL3/GLMN/HECTD1/HIF1A/IFT122/IFT172/KAT2A/KDM2B/LMO4/LRP2/MED12/MTHFD1/MTHFD1L/MTHFR/NOG/NPHP3/OPA1/PFN1/PRICKLE1/PRKACA/PRKACB/RARG/RGMA/SCRIB/SDC4/SEMA4C/SETD2/SFRP1/SKI/STIL/SUFU/TGFB1/TMED2/TRAF6/TSC2/TULP3/TWIST1/VASP",52
"GO:0045727","GO:0045727","positive regulation of translation","67/5588","134/16990",2.87952091618842e-05,0.000988064798700762,0.000815277159542167,"BCL3/C1QBP/CDC123/CIRBP/CPEB3/CSDE1/DHX9/EIF2AK4/EIF2B5/EIF4A3/EIF4G1/EIF5A/EIF5AL1/EIF6/ELAVL1/ERBB2/NIBAN1/FMR1/FXR2/GUF1/HNRNPD/HNRNPL/HNRNPU/IGF2BP1/IMPACT/JMJD4/KHDRBS1/LARP1/LARP1B/LARP4B/LARP6/METTL3/MIF4GD/MTOR/NAT10/NCK1/NGRN/NSUN5/PABPC1/PAIP1/PASK/PCIF1/PLD1/POLDIP3/POLR2D/POLR2G/PPP1R15A/RBM3/RBM4/RHOA/RMND1/RPL26/RPS27L/RPS6KB1/RPUSD4/SAMD4A/SERP1/SOX4/SYNCRIP/TARBP2/TOB1/TRUB2/VIM/PYM1/YBX1/YTHDF2/YTHDF3",67
"GO:0071824","GO:0071824","protein-DNA complex subunit organization","104/5588","227/16990",3.08731601967698e-05,0.00105367108026395,0.000869410555399698,"ACTL6A/ANP32B/ANP32E/CENPS/ARID2/ASF1B/ATF7IP/ATRX/BDP1/BRD2/BRF1/CAND1/CENPI/CENPK/CENPN/CENPT/CENPV/CENPW/CHAF1A/CHAF1B/CHD2/CHRAC1/DAXX/DMAP1/DNAJC9/GRWD1/GTF2A1/H1-0/H1-10/H2AX/MACROH2A1/HELLS/H1-2/H1-3/H1-4/H2BC5/H2BC11/H2BC12/H2BC15/H3C4/H3C12/H2BC21/H2BC18/H2AC25/H2BC26/HJURP/HMGA1/HMGB1/HMGB2/HP1BP3/KAT5/KNTC1/MCM2/MCM3AP/MED1/MED16/MED17/MED19/MED20/MED22/MED24/MED25/MED29/MED30/MIS12/MYC/NAP1L1/NAP1L4/PIH1D1/POLR1E/RAD51C/RNF4/RUVBL1/RUVBL2/SART3/SET/SETD2/SIRT6/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SMYD3/SOX9/SPTY2D1/SRCAP/SSRP1/CENPX/SUPT16H/SUPT6H/TAF13/TAF4/TAF6L/TAF7/TAF8/TCF4/THRA/TRAPPC12/TSPYL2/TSPYL4/UBTF/ZNHIT1",104
"GO:0016055","GO:0016055","Wnt signaling pathway","183/5588","435/16990",3.1121458409584e-05,0.00105642242400141,0.000871680758437138,"ABL1/AMOTL2/ANKRD6/APCDD1/APP/ARHGEF19/BMAL1/ASPM/ATP6V0C/ATP6V1C2/AXIN1/BCL7B/BCL9/BMP2/BRD7/BTRC/C12orf43/CALCOCO1/CAPRIN2/CAV1/CBY1/CCND1/CCNE1/CD24/CDC42/CDH3/CELSR1/CELSR2/CSNK1D/CSNK1G1/CSNK1G2/CSNK2A1/CSNK2B/CTDNEP1/CTNNB1/CTNNBIP1/CTNND2/CTR9/CYLD/DAAM2/DAB2/DAB2IP/DACT3/DCDC2/DDB1/DDIT3/DKK3/DVL1/DVL2/DVL3/EDA/EDNRA/EDNRB/EGFR/EGR1/EMD/ETV2/FBXW11/FBXW4/FERMT1/FGF2/FGFR2/FOXL1/FRMD8/FZD10/FZD4/FZD5/G3BP1/GLI1/GNAQ/GPC3/GPC4/GPC6/ADGRA2/GRK6/GSK3A/HBP1/HDAC1/IGFBP2/ITGA3/JRK/KLF4/KPNA1/KREMEN2/LATS2/LGR5/LIMD1/LMBR1L/LRP1/LRP4/LRP6/MACF1/MAD2L2/MAGI2/MARK2/MBD2/MDFIC/MDK/MED12/NFATC4/NKD2/NLE1/NOG/NOTUM/NPHP3/NR4A2/NRARP/NXN/OTUD5/PAF1/PBXIP1/PFDN5/PIAS4/PKD1/PPM1A/PPM1B/PPP1CA/PPP2CA/PPP2R1A/PRDM15/PRICKLE1/PRKAA2/PTPRU/PYGO2/RAB5A/RAC1/RARG/RBPJ/RECK/RHOA/RNF213/RNF220/ROR1/RTF1/RUVBL1/RUVBL2/SDC1/SENP2/SFRP1/SFRP4/SHISA2/SHISA3/SKI/SLC9A3R1/SMARCA4/SNAI2/SNX3/SOX4/SOX9/SPIN1/STK3/STK4/SULF1/SULF2/TBL1XR1/TCF7/TGFB1/TLE1/TLE2/TLE3/TLE6/TMEM198/TMEM237/TMEM64/TMEM9/TNFAIP3/TPBG/TRPM4/TSC2/USP47/USP8/VANGL1/VCP/VGLL4/VPS35/SKIC8/WNT11/WNT5B/WNT7B/YAP1/ZEB2/ZNF703/ZRANB1",183
"GO:0071496","GO:0071496","cellular response to external stimulus","139/5588","318/16990",3.12866124310436e-05,0.00105642242400141,0.000871680758437138,"ADNP/AIFM1/AQP1/ARHGAP35/ASNS/ATF3/ATG14/ATG7/BAD/BAG3/BAK1/BRIP1/BRSK1/BRSK2/KICS2/CASP2/CBS/CD68/CDKN1A/CDKN2B/CLEC16A/CPEB4/CYBA/CYP27B1/DAG1/DCTPP1/DEPDC5/DSC2/EHMT2/EIF2AK2/EIF2AK3/EIF2AK4/EIF4G1/F11R/FADD/FADS1/FAS/FGF2/FGF23/FOS/FOSL1/GABARAPL1/GADD45A/GAS2L1/GAS6/GBA1/GCLC/GDAP1/GLRX2/GLUL/HMOX1/HNRNPL/HSPA5/HSPA8/IFI16/IGF1R/IMPACT/INHBB/IRF1/ITFG2/ITGA4/KANK2/KAT5/KCNJ2/ELAPOR1/KLF10/KPTN/LAMP2/MAP2K4/MAP3K14/MAPK1/MAPK3/MAPKAP1/MAX/MED1/MLST8/MTOR/MYBBP1A/NCOA1/NDOR1/NPRL3/NR4A2/NUDT1/PCK1/PDK2/PDK4/PICK1/PIEZO1/PIEZO2/PIK3C2B/PIM1/PLEC/PLIN3/PMAIP1/PPARA/PPM1D/PPP1R9B/PRKAA2/PRKAB2/PRR5/RALB/RICTOR/RNF152/RNF167/RPTOR/RRAGA/RRAGC/RRAGD/RXRA/SEH1L/SESN2/SESN3/SFRP1/SLC2A1/SLC38A2/SLC38A3/SLC7A5/SNAI2/SOX9/SP1/SREBF1/SUV39H1/TBL2/TMEM150C/TNFRSF10B/TTC5/TXN2/UCP2/ULK1/UPP1/USF2/USP33/VPS41/WIPI1/WIPI2/WNT11/XBP1/ZC3H12A/ZFYVE1",139
"GO:0032200","GO:0032200","telomere organization","79/5588","164/16990",3.24888394471538e-05,0.00108241493694173,0.000893127835741397,"ACD/ACTL6A/APEX1/ATR/ATRX/AURKB/SHLD1/CCNE1/CCT2/CCT3/CCT5/CCT6A/CCT7/CTNNB1/DCLRE1A/DCP2/DKC1/DNA2/DOT1L/EXOSC10/EZH1/SLF2/SHLD2/FEN1/GNL3L/H3C4/H3C12/HMBOX1/HNRNPD/HNRNPU/HSP90AA1/HSP90AB1/HUS1/INO80/INO80D/INO80E/MAD2L2/MAP3K4/MAPK1/MAPK3/MAPKAPK5/MCRS1/MYC/NAT10/NBN/NFRKB/NHP2/NOP10/PARN/PARP1/PARP3/PIF1/PKIB/POT1/RAD50/RAD51C/RAD51D/RFC1/RPA1/RPA2/RUVBL1/RUVBL2/SIRT2/SIRT6/SMARCAL1/SMG5/SMG6/TELO2/TEP1/TERF2IP/TFIP11/TNKS1BP1/UCHL5/UPF1/USP7/XRCC3/XRCC5/XRCC6/XRN1",79
"GO:0031058","GO:0031058","positive regulation of histone modification","51/5588","96/16990",3.25679352482469e-05,0.00108241493694173,0.000893127835741397,"AKAP8/AUTS2/BAZ1B/BCL6/BRCA1/BRD4/BRD7/CHTOP/CTBP1/CTNNB1/CTR9/DDX21/GLYR1/HCFC1/ING2/JARID2/JDP2/KANSL3/KAT2A/LIF/MCRS1/MECP2/MTF2/MYB/MYBBP1A/NOS1/OGT/PAF1/PAXIP1/PHF19/PIH1D1/PPARGC1A/PRKD2/RNF20/RTF1/RUVBL2/SART3/SF3B1/SMARCA5/SMARCB1/SNAI2/SPHK2/SREBF1/SUV39H1/TADA2B/TET1/UBE2N/VEGFA/WBP2/WDR5/SKIC8",51
"GO:0032392","GO:0032392","DNA geometric change","51/5588","96/16990",3.25679352482469e-05,0.00108241493694173,0.000893127835741397,"ANXA1/ASCC1/ASCC2/ATRX/BRIP1/CHD2/CHD4/CHD6/CHD7/CHD9/CHTF8/DDX1/DHX9/DNA2/ERCC2/ERCC3/ERCC6L/FBH1/G3BP1/GINS1/GINS4/HELB/HMGA1/HMGB1/HMGB2/IGHMBP2/MCM2/MCM3/MCM4/MCM6/MCM7/MNAT1/NAV2/NBN/PIF1/POT1/PURA/RAD50/RAD54B/RAD54L2/RECQL5/RPA1/RUVBL1/RUVBL2/SMARCAD1/SUPV3L1/TOP2A/UPF1/WRNIP1/XRCC5/XRCC6",51
"GO:0042063","GO:0042063","gliogenesis","132/5588","300/16990",3.35825936667545e-05,0.00111032450310707,0.00091615672196146,"ABCA2/ABL1/AKT1/AKT2/ANXA1/APCDD1/APP/ARHGEF10/ASCL1/ATP1B2/B4GALT5/B4GALT6/BMP2/CDK5/CDK5R1/CDK5R2/CDK6/CDKN2B/CERS2/CLU/CNP/CNTN1/CNTNAP1/COL3A1/CSF1/CSK/CSPG4/CSPG5/CTNNB1/CUL4B/CX3CR1/DAAM2/DAB2IP/DAG1/DICER1/DLL1/DUSP10/E2F1/EIF2B1/EIF2B2/EIF2B4/EIF2B5/EPHA4/ERBB2/ERBB3/ERCC2/FGF2/FGF5/GBA1/GPC1/GRN/HDAC1/HES1/HES5/HEXB/ID4/IFNGR1/ITGB4/KDM4A/LAMB1/LAMB2/LAMC3/LDLR/LEPR/LIF/LRP1/LRP2/LRP8/MAPK1/MAPK3/MAPT/MDK/MECP2/MED12/METTL3/PALS1/MTOR/MXRA8/NCSTN/NDRG1/NDUFS2/NF2/NFIB/NOG/NR1D1/NSUN5/NTN1/NTRK2/OLIG2/ORC3/P2RY1/PHGDH/PICK1/PLAG1/PLEC/POU3F2/PPP3R1/PRDM8/PRKCH/PRMT5/PRPF19/PTPN11/RHOA/RNF10/ROR1/RRAS/RRAS2/SCRIB/SERPINE2/SIRT2/SKI/SLC25A46/SLC7A5/SOD1/SOX4/SOX8/SOX9/STAT3/SUZ12/SYNE2/TGFB1/TMEM98/TNFRSF21/TP73/TSPAN2/TSPO/UFL1/VEGFC/VIM/WASF3/WDR1/ZMIZ1",132
"GO:0036293","GO:0036293","response to decreased oxygen levels","130/5588","295/16990",3.51536280034873e-05,0.00115624471795926,0.000954046648188453,"ABAT/ACE/ACTN4/ADA/ADAM17/ADSL/AGTRAP/AHCY/AIFM1/AK4/AKT1/ALKBH5/ANGPT2/AQP1/ARNT/ARNT2/BAD/BMP2/BMP7/BNIP2/BNIP3L/BRIP1/TIGAR/CAPN2/CASP3/CAT/CAV1/CBS/CCNA2/CD24/CHRNA4/CITED2/CPEB1/CPEB2/CPEB4/CRYAB/CXCL12/CYBA/CYBB/DDAH1/DDIT4/DPP4/E2F1/EDNRA/EEF2K/EGLN1/EGR1/ENO1/EPAS1/EPHA4/ERCC3/FOS/GNGT1/HIF1A/HIF1AN/HIF3A/HILPDA/HMOX1/HMOX2/HP1BP3/HSF1/HSP90B1/IRAK1/ITPR1/LIMD1/LOXL2/MALAT1/MDM2/MDM4/MECP2/MLST8/MMP2/MTHFR/MTOR/MYC/CIAO3/NDNF/NDRG1/NOS1/NPPC/NR4A2/OXTR/P2RX2/PAM/PDGFA/PDK1/PGF/PICK1/PIK3CB/PLAU/PLK3/PLOD1/PLOD2/PMAIP1/PPARA/PPARD/PPARG/PSEN2/PTGIS/RBPJ/RHOA/RORA/RPTOR/RYR2/SCFD1/SCN2A/SFRP1/SIRT2/SLC11A2/SLC29A1/SLC2A1/SLC2A4/SLC2A8/SLC8A1/STC1/SUV39H1/TBL2/TFRC/TGFBR2/TGFBR3/TMBIM6/TWIST1/TXN2/UCP2/USP19/VEGFA/VEGFC/VHL/WTIP/ZFP36L1",130
"GO:0038202","GO:0038202","TORC1 signaling","32/5588","53/16990",3.59070440402983e-05,0.00117226787984546,0.000967267762761751,"KICS2/C9orf72/CLEC16A/CTNS/DEPDC5/DEPTOR/GPR137/GPR137C/ITFG2/KPTN/LAMTOR1/LAMTOR3/LARP1/MLST8/MTOR/NPRL3/OTUD5/PIH1D1/RNF152/RNF167/RPTOR/RRAGA/RRAGC/RRAGD/SEC13/SEH1L/SESN2/SESN3/SMCR8/TELO2/PIP4P1/WAC",32
"GO:1904029","GO:1904029","regulation of cyclin-dependent protein kinase activity","53/5588","101/16990",3.60101191823984e-05,0.00117226787984546,0.000967267762761751,"ACTB/ADAM17/AKT1/BCCIP/CASP3/CCNA2/CCNB1/CCND1/CCND2/CCND3/CCNE1/CCNF/CCNG1/CCNH/CCNI/CCNK/CCNL1/CCNT2/CDC25A/CDC37/CDC6/CDK5R1/CDK5R2/CDK5RAP3/CDKN1A/CDKN1C/CDKN2B/CKS1B/CKS2/CNPPD1/EGFR/FBXO7/GADD45A/GTF2H1/HERC5/HEXIM1/HSP90AB1/IPO5/IPO7/LATS2/MEN1/MNAT1/NR2F2/PKD1/PKMYT1/PLK1/PROX1/PSMD10/PSRC1/SERTAD1/SFN/TFAP4/TNFAIP3",53
"GO:0031647","GO:0031647","regulation of protein stability","136/5588","311/16990",3.69212772641466e-05,0.00119126324346334,0.000982941315868003,"ANK2/ATF7IP/ATP1B2/B4GALT5/BAG1/BAG3/BAG6/BMP2/BTRC/MOSMO/GLMP/CAMLG/CAPN3/CASP3/CCNH/CCT2/CCT3/CCT5/CCT6A/CCT7/CDC37/CDKN2AIP/CHFR/CLU/CMTM6/CREBL2/CRYAB/CTSA/DDOST/DERL1/UTP25/DNLZ/DVL1/DVL3/EFNA1/EPHA4/FBXO7/FBXW11/FBXW7/FLOT2/GET4/GNAQ/GNL3L/GRN/HCFC1/HIP1/HOXB-AS3/HSP90AA1/HSP90AB1/HSP90AB3P/HSPA1A/HSPA1B/HSPA8/HTT/IFT46/INSC/IRGM/ISOC2/KAT2A/LAMP1/LAMP2/P3H1/LSS/MAPK1/MDM2/MDM4/MFSD1/MORC3/MSX1/MYLIP/NAPG/NCLN/NF2/NR1D1/OTUD3/PARK7/PARVA/PDCL3/PEX19/PEX2/PEX6/PFDN1/PFDN5/PFDN6/PFN1/PFN2/PHB1/PIH1D1/PIK3R1/PIM1/PLK1/POLR2E/PPARGC1A/PRKRA/QRSL1/RABL3/RAD23A/RASSF2/RNF128/RNF149/RPAP3/RUVBL1/RUVBL2/SEC16A/SENP2/SERF2/SIRT6/SOX4/SREBF1/STK3/STK4/STXBP1/SWSAP1/TADA3/TAF9B/TELO2/TNIP2/TRIM44/UBL4A/URI1/USP13/USP19/USP2/USP28/USP33/USP4/USP40/USP47/USP7/USP8/UXT/VHL/VPS35/WDR81/WIZ/ZSWIM7",136
"GO:0030512","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","50/5588","94/16990",3.71068080397355e-05,0.00119126324346334,0.000982941315868003,"ADAM17/ARID4A/ARID4B/BMP2/BRMS1/BRMS1L/CAV1/CAV2/CHST11/DNM2/EID2/FAM89B/FBN1/FBN2/FKBP1A/GLG1/HDAC1/HSPA1A/HSPA5/HTRA1/IL17RD/ING1/ING2/LTBP1/MIR17HG/MTMR4/OGT/ONECUT2/PDPK1/PEG10/PPARA/PPARG/PPM1A/RASL11B/RBBP4/RBBP7/SAP30/SAP30L/SIN3A/SKI/SLC2A10/SMAD6/SNX25/SPRED1/SPRY2/STRAP/TET1/TGFBR3/ZBTB7A/ZNF451",50
