"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1905368","GO:1905368","peptidase complex","60/5586","110/17401",9.0048936718029e-07,2.0629392775403e-05,1.37299495219196e-05,"ADRM1/ATXN7L3/CAPN2/CAPNS1/CASP2/ENY2/GPAA1/HSPB1/KAT2A/PAAF1/PIGK/PIGT/PIGU/PLAU/PSMA1/PSMA2/PSMA3/PSMA4/PSMA7/PSMB1/PSMB10/PSMB2/PSMB3/PSMB4/PSMB5/PSMB6/PSMB7/PSMC2/PSMC3/PSMC4/PSMC5/PSMD1/PSMD10/PSMD11/PSMD14/PSMD2/PSMD3/PSMD6/PSMD8/PSMD9/PSME1/PSME3/PSMF1/RAD23A/RAD23B/SF3B3/SPCS1/SUPT3H/TADA2A/TADA2B/TADA3/TAF5L/TAF6L/THBD/TRRAP/UBE3C/UCHL5/USP14/USP22/VCP",60
"GO:0005666","GO:0005666","RNA polymerase III complex","16/5586","18/17401",9.36105994028179e-07,2.08145921025089e-05,1.38532094472282e-05,"CRCP/POLR1C/POLR1D/POLR2E/POLR2F/POLR2H/POLR2L/POLR3A/POLR3B/POLR3D/POLR3E/POLR3F/POLR3G/POLR3GL/POLR3H/POLR3K",16
"GO:1904813","GO:1904813","ficolin-1-rich granule lumen","65/5586","123/17401",1.43994581980179e-06,3.11028297077187e-05,2.07005744921881e-05,"ACLY/ACTR10/ACTR1B/ACTR2/ALDOA/ALDOC/ALOX5/APEH/ARSB/ASAH1/ATG7/CAND1/CANT1/CAPN1/CAT/COMMD9/COTL1/CSNK2B/CSTB/CTSB/CTSD/DBNL/DYNLT1/EEF1A1/FTH1/GNS/GPI/GUSB/HMGB1/HSP90AA1/HSP90AB1/HSPA1A/HSPA1B/HSPA6/HSPA8/HUWE1/ILF2/KCMF1/KPNB1/LTA4H/MAPK1/MVP/NME2/PDAP1/PFKL/PGAM1/PNP/PPIA/PSMA2/PSMB1/PSMB7/PSMC2/PSMC3/PSMD11/PSMD14/PSMD2/PSMD3/PSMD6/PYGL/QPCT/SRP14/VCL/VCP/XRCC6/YPEL5",65
"GO:0005643","GO:0005643","nuclear pore","52/5586","93/17401",1.74543030548767e-06,3.66540364152411e-05,2.43951954977517e-05,"CETN2/CETN3/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/EIF5A/EIF5AL1/ENY2/GLE1/IPO5/IPO7/KPNA1/KPNB1/MCM3AP/MVP/MYO1C/NUP107/NUP133/NUP188/NUP205/NUP210/NUP214/NUP50/NUP54/NUP85/NUP88/NUP93/NUP98/NUTF2/NXF1/NXT1/NXT2/POM121/POM121C/POM121L2/RAE1/RAN/RANBP1/RANBP3/RANBP3L/RANGAP1/SEC13/SEH1L/SENP2/SNUPN/UBE2I/VPS4A/XPO4/XPO7",52
"GO:0000151","GO:0000151","ubiquitin ligase complex","131/5586","290/17401",1.88573649214456e-06,3.85301834611158e-05,2.56438703625917e-05,"AMN1/ANAPC10/ANAPC16/ANAPC5/ANAPC7/ANKIB1/ANKRD39/ARIH1/ARIH2/ASB1/ASB6/BCOR/BMI1/BRCA1/BRCC3/BTRC/CAND1/CBX2/CCNF/CDC16/CDC20/CKS1B/CKS2/CUL1/CUL2/CUL4A/CUL4B/CUL5/DCAF12/DCAF16/DCAF4L1/DCAF6/DCAF7/DCUN1D1/DCUN1D4/DDA1/DDB1/DDB2/DERL1/DTL/DYRK2/ENC1/FAM8A1/FBXL12/FBXL14/FBXL18/FBXL19/FBXL2/FBXL20/FBXL5/FBXO21/FBXO25/FBXO42/FBXO44/FBXO48/FBXO7/FBXO8/FBXO9/FBXW11/FBXW4/FBXW5/FBXW7/FEM1A/FEM1C/FZR1/GAN/GLMN/GPR37/KBTBD8/KCTD17/KCTD5/KEAP1/KLHDC2/KLHDC3/KLHL13/KLHL21/KLHL24/KLHL3/LMO7/LZTR1/MAEA/MAVS/MED12/MED17/MED24/MED30/PCGF2/PDCD6/PEF1/PHC1/PHC2/PHC3/RANBP10/RBCK1/RCHY1/RMND5A/RNF11/RNF14/RNF144A/RNF168/RNF20/RNF31/RNF40/RNF7/SKP1/SKP2/SPOPL/SPSB3/TRAF2/TRAF3/TSPAN17/UBAC1/UBE2A/UBE2C/UBE2D1/UBE2D4/UBE2J2/UBE2L3/UBE2L6/UBE2N/UBE4A/UBE4B/USP33/USP47/WDR26/WWP2/YPEL5/ZER1/ZSWIM4/ZSWIM5/ZYG11A",131
"GO:0034708","GO:0034708","methyltransferase complex","47/5586","83/17401",3.36873357831652e-06,6.70200680317709e-05,4.46053919788171e-05,"AEBP2/ASH2L/BOD1/CBX5/CLNS1A/ERH/EZH1/HCFC1/HCFC2/HSD17B10/JARID2/KDM6B/MAX/MCRS1/MEN1/METTL1/METTL3/NCOA6/PAXIP1/PELP1/PRDM4/PRMT1/PRMT5/RBBP4/RBBP7/RBM15/RBM15B/RUVBL1/RUVBL2/SENP3/SETD1A/SETD1B/SNRPB/SNRPD1/SNRPD2/SNRPD3/SUZ12/TAF4/TAF7/TEX10/TRMT61A/WDR4/WDR5/WDR5B/WDR77/WDR82/ZC3H13",47
"GO:0005769","GO:0005769","early endosome","164/5586","381/17401",3.91625044824642e-06,7.59150086890845e-05,5.05254443795355e-05,"ADRB2/AKT2/ANK2/ANKFY1/ANKRD27/ANXA1/ANXA2/AP1B1/AP1G1/AP1M1/AP1S1/AP1S2/AP3B1/AP3D1/AP3M1/AP3M2/APBB2/APH1A/APP/ARC/ARRDC3/ARRDC4/ATP11B/ATP13A3/ATP6V0D1/ATP9A/B2M/BACE1/CAV1/CCDC93/CHMP1A/CLCN3/CLCN4/CLN3/CLN6/CMTM6/DAGLA/DBNL/DERL1/DIAPH2/DYSF/EGFR/EHD1/EPHA3/EPHA4/EPHA8/ERBB2/F2R/FZD5/GGA2/GPR107/HGS/HLA-A/HLA-B/HLA-C/HLA-E/HLA-F/HPS3/HPS6/HTT/HYAL3/INPP5B/KCNQ1/KIAA0319/KIFC1/KREMEN2/LAMP3/LDLR/LDLRAP1/LIPG/LMTK2/LRP1/LRP6/MAPK1/MAPK3/MARCHF8/MGRN1/MON2/MR1/MTMR2/MTMR4/MYO1D/MYO5A/NAPEPLD/NCSTN/NEURL1B/NF2/NTRK2/OCRL/PARM1/PDLIM4/PHB1/PI4K2A/PICK1/PLEKHF1/PRDX3/PSEN2/PTP4A1/PTP4A3/PTPN1/RAB22A/RAB31/RAB32/RAB4A/RAB5A/RAB5B/RAB5C/RABEP1/RABEP2/RABGAP1L/RAPGEF1/RCC2/REP15/RFTN1/RHOB/RIN3/RNF11/RNF157/RUSC1/SH3GL1/SLC11A2/SLC15A4/SLC35D3/SLC39A14/SNX12/SNX16/SNX17/SNX19/SNX27/SNX3/SNX8/SORCS2/SORL1/SORT1/ST8SIA2/STEAP2/TFRC/TGFBRAP1/TMEM127/TMEM163/TMEM184A/TMEM30A/TMEM9B/TRAK2/TRIM3/USP10/USP8/VAC14/VAMP3/VAMP8/VPS18/VPS26A/VPS26B/VPS33A/VPS33B/VPS35/VPS41/VPS4A/VTI1B/WASF2/WDFY1/WDR81/ZFYVE26/ZFYVE9",164
"GO:0090575","GO:0090575","RNA polymerase II transcription regulator complex","109/5586","237/17401",4.91294121808749e-06,9.14000269968754e-05,6.08315412204211e-05,"ADNP/ANXA2/ARNT/BMAL1/BMAL2/ASCC2/ASCL1/ATF3/ATF6/ATXN7L3/BACH1/BACH2/BCL9/CBFB/CCNH/CEBPB/CEBPD/CEBPG/CHD4/CREB3/CREBZF/CREM/CTNNB1/DBP/DDIT3/DRAP1/E2F1/E2F2/E2F4/E2F5/ENY2/ERCC2/ERCC3/FOS/FOSL1/GATA4/GEMIN5/GTF2A1/GTF2F1/GTF2H1/HIF1A/HLF/HLTF/HMGA1/HYAL2/ING2/JDP2/JUN/JUNB/KAT2A/LMO4/MAFG/MAX/MED1/MED16/MED17/MED19/MED20/MED22/MED24/MED25/MED29/MED30/MNAT1/MXD3/MXI1/MYB/MYC/NCOA1/NCOA2/NFE2L3/NFYA/NFYB/NFYC/NONO/POU4F1/PPARG/PYGO2/RUNX1/RXRA/RXRB/SFPQ/SMAD1/SMAD2/SMAD5/SMAD6/STAT3/SUPT3H/TADA3/TAF13/TAF4/TAF4B/TAF5L/TAF6L/TAF7/TAF8/TAF9B/TCF3/TCF4/TCF7/TEAD1/TFDP1/TLE1/TLE3/TRIM28/TRRAP/USP22/XBP1/YAP1",109
"GO:0000118","GO:0000118","histone deacetylase complex","44/5586","77/17401",4.95687977099457e-06,9.14000269968754e-05,6.08315412204211e-05,"ANP32E/ARID4A/ARID4B/BRMS1/BRMS1L/CBX5/CFDP1/CHD4/CSNK2A1/DMAP1/DNTTIP1/GATAD2A/GATAD2B/HDAC1/HINT1/ING1/ING2/JMJD1C/KAT5/KDM3A/KDM3B/MBD2/MBD3/MTA2/OGT/PHF12/RBBP4/RBBP7/RCOR2/RERE/RUVBL1/RUVBL2/SAP30/SAP30L/SETD5/SIN3A/SIN3B/SRCAP/TAF6L/TBL1XR1/TET1/TRRAP/ZNF217/ZNHIT1",44
"GO:0016363","GO:0016363","nuclear matrix","63/5586","122/17401",5.68194385013584e-06,9.68897638453354e-05,6.44852507909639e-05,"ACTB/ACTL6A/AKAP8/ALOX5/ANXA2/ARID2/ATN1/ATXN3/BASP1/BRD7/CAD/CASK/CEBPB/CENPW/CFL1/CHMP1A/DCAF7/ENC1/FIGN/GFI1/HES1/HLCS/HLTF/HNRNPM/HNRNPU/IFFO1/KIF4A/KIF4B/KIN/LMNB1/MAEA/MATR3/MEN1/MORC3/MYB/NONO/NUFIP1/NUMA1/OGG1/PAXIP1/PBRM1/PHACTR3/PIAS4/POLA1/RUVBL1/RUVBL2/SFPQ/SMARCA4/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SMC1A/SMC3/SPTBN4/SRPK1/STAG1/TEP1/THOC1/UHRF1/VIM/ZNF326/ZNF703",63
"GO:0016580","GO:0016580","Sin3 complex","17/5586","21/17401",5.70648329559846e-06,9.68897638453354e-05,6.44852507909639e-05,"ARID4A/ARID4B/BRMS1/BRMS1L/CSNK2A1/HDAC1/ING1/ING2/OGT/PHF12/RBBP4/RBBP7/SAP30/SAP30L/SIN3A/SIN3B/TET1",17
"GO:0070822","GO:0070822","Sin3-type complex","17/5586","21/17401",5.70648329559846e-06,9.68897638453354e-05,6.44852507909639e-05,"ARID4A/ARID4B/BRMS1/BRMS1L/CSNK2A1/HDAC1/ING1/ING2/OGT/PHF12/RBBP4/RBBP7/SAP30/SAP30L/SIN3A/SIN3B/TET1",17
"GO:0030662","GO:0030662","coated vesicle membrane","90/5586","189/17401",5.76724784793663e-06,9.68897638453354e-05,6.44852507909639e-05,"ADRB2/AP1B1/AP1G1/AP1M1/AP1S1/AP1S2/AP2A1/AP2A2/AP2B1/AP2M1/AP2S1/AP3B1/ARCN1/ATP6AP1/ATP6V0A1/ATP6V0B/ATP6V0C/ATP6V0D1/ATP6V0E2/ATP6V1A/ATP6V1B2/ATP6V1C1/ATP6V1F/ATP6V1G2/ATP6V1H/B2M/CD59/CLINT1/CLTA/CNIH3/COPE/COPG2/COPZ2/DAB2/DBNL/DNAJC5/EGFR/EPN1/FZD4/FZD5/GOSR2/HBEGF/HIP1/HLA-A/HLA-B/HLA-C/HLA-DPA1/HLA-E/HLA-F/HSPA8/KDELR1/KDELR2/KDELR3/KIAA0319/LDLR/LDLRAP1/LMAN1/LRP2/MCFD2/MYO6/NRGN/PDCD6/PEF1/RAB35/RAB5A/RASSF9/SAR1A/SAR1B/SCARB2/SCYL1/SEC13/SEC16A/SEC24C/SEC24D/SEC31A/SEC31B/SLC2A8/SREBF1/SYT11/SYT2/TFRC/TMED2/TMED7/TMEM199/VAMP2/VAMP3/VAMP8/VMA21/VTI1A/VTI1B",90
"GO:0005684","GO:0005684","U2-type spliceosomal complex","48/5586","87/17401",7.10709500852688e-06,0.000114990911686445,7.65325198915633e-05,"CASC3/CCDC12/CWC15/DHX16/EFTUD2/EIF4A3/GCFC2/HTATSF1/IK/LSM2/LSM3/LSM4/LSM5/LSM6/LSM7/LUC7L2/LUC7L3/PLRG1/PPIL1/PRPF19/PRPF3/PRPF38A/PRPF39/PRPF4/PRPF40B/PRPF6/PRPF8/RBM22/RBM8A/RNF113A/SF3A1/SF3A3/SF3B1/SF3B2/SF3B3/SF3B4/SMU1/SNRNP200/SNRNP40/SNRNP70/SNRPB/SNRPC/SNRPD1/SNRPD2/SNRPD3/TFIP11/U2AF2/ZMAT2",48
"GO:0016607","GO:0016607","nuclear speck","165/5586","387/17401",7.14890588526842e-06,0.000114990911686445,7.65325198915633e-05,"AAGAB/ACIN1/ADAMTS4/ALKBH5/ALYREF/APEX1/API5/ARHGAP18/ASCC1/ASCC2/ATP6V0A1/BASP1/BMP2K/BNIP3L/BRD1/BRD2/CACNB4/CASC3/CBY1/CCNL1/CCNL2/CD2BP2/CDK12/CHTOP/CIR1/CNOT7/CRY2/CTR9/CWC15/DDX39A/DDX42/DDX5/DGKZ/DHX15/DNAJC11/DUSP10/EFTUD2/EHMT2/EIF4A3/EPAS1/EPOR/FNBP4/FNDC1/FTO/FYTTD1/GADD45A/GATAD2A/GATAD2B/GLIS2/GPATCH2/H2AX/HBP1/HECTD1/HIF1A/HIF3A/HNRNPU/HP1BP3/HSPA1A/HSPA1B/IFI16/IK/KIF22/LHPP/LIMK1/LPXN/LUC7L2/LUC7L3/MAML2/MAPT/MECOM/MEF2C/METTL3/MOCS2/MSX2/NAMPT/NCAPG2/NFATC4/NFKBIZ/NONO/NR4A2/NSL1/NXF1/NXT1/OGG1/PABPN1/PARN/PATL1/PDX1/PIAS3/PIP5K1A/PLAG1/PLRG1/PNISR/PNN/POLDIP3/POLI/POLR2D/POU4F2/PPP1R16B/PPP1R8/PQBP1/PRCC/PRKAA2/PRKACA/PRPF19/PRPF3/PRPF4/PRPF40B/PRPF6/PRPF8/RBM10/RBM11/RBM14/RBM15/RBM15B/RBM19/RBM39/RBM4/RBM8A/RCHY1/REXO4/RMI2/RNF113A/RNPS1/SARNP/SART3/SETD1A/SETD1B/SF3A1/SF3A3/SF3B1/SF3B2/SFMBT2/SFPQ/SIRT7/SLC2A4RG/SMU1/SNRNP40/SNRNP70/SRPK1/SRPK2/SRSF3/SRSF6/SRSF7/SRSF9/STK17A/SURF2/TAB1/TAF5L/TFIP11/THOC1/THOC2/THOC7/TIMM50/TMEM179B/TOE1/U2AF1/U2AF2/UNC45A/WAC/ZC3H13/ZC3H14/ZC3H18/ZNF217/ZNF638",165
"GO:0030686","GO:0030686","90S preribosome","19/5586","25/17401",8.33671013898178e-06,0.000131303184688963,8.7389198386695e-05,"BMS1/SLX9/HEATR1/IMP3/IMP4/KRI1/MPHOSPH10/NOC2L/NOC4L/NOL6/NOP14/PES1/PWP2/RRP36/RRP7A/RSL1D1/SRFBP1/UTP18/UTP20",19
"GO:0031252","GO:0031252","cell leading edge","170/5586","403/17401",1.10116917807326e-05,0.000169894673188446,0.000113073870487437,"ABL1/ABLIM1/ABLIM3/ACTA2/ACTB/ACTR2/ADAM17/AIF1L/AKAP5/AKT1/AKT2/AMOT/APBB2/APP/ARAP3/ARF4/ARFIP2/ARHGAP18/ARHGAP31/ARHGEF2/ARHGEF4/ARHGEF6/ARHGEF7/ARPC3/ASAP3/ATP6V1B2/BAIAP2/BCAR1/BCAS3/BRK1/CAPG/CAPRIN1/CAPZB/CCDC88A/CD44/CDC42/CDC42BPB/CDH1/CDK5/CDK6/CDKL5/CFL1/CLCN3/CORO1C/CSPG4/CTNNB1/CTTN/CYTH3/DAG1/DAGLA/DBN1/DBNL/DCTN1/DGKZ/DIAPH1/DLC1/DNM2/DPP4/DPP9/DST/EEF1A1/EGFR/EPB41L5/EPHA2/EPS8/EXOC8/FAM89B/FERMT1/FLOT2/FRMD4B/FSCN1/GBF1/GIT1/IGF2BP1/INPP5E/INPP5J/INPP5K/INSR/IQGAP1/IQGAP2/ITGA5/ITGA8/ITGB1/ITGB1BP1/ITGB4/ITSN1/KITLG/KPTN/KSR1/LAYN/LCP1/LIMK1/LMO4/MACF1/MAPT/MPP2/MTMR6/MYADM/MYH9/MYLK/MYO1C/MYO1D/MYO5A/MYO6/NF2/NHS/NME1/NME2/NRBP1/OCLN/PABPC1/PACSIN1/PARD6A/PARVA/PDE9A/PDLIM4/PDLIM7/PDXP/PIEZO1/PIP5K1A/PIP5K1C/PLCE1/PLEKHH2/PLXND1/PPP1R9B/PSD3/PTPRJ/PTPRK/PTPRM/PXN/RAB13/RAB22A/RAB5A/RAC1/RAPGEF3/RASA1/RASGRP2/RDX/RHOA/RINL/ROCK1/S100A11/SCRIB/SCYL3/SGCE/SH2D3C/SH3YL1/SHISA8/SLC9A3R1/SPRY2/SPRY4/SSX2IP/STON1/SYNE2/THEM4/TIAM2/TIRAP/TRPM7/TRPV1/TRPV4/TUBB3/TWF1/TWF2/UNC5C/VASP/VEZT/VIM/WASF2/WASF3/WIPF1",170
"GO:0000922","GO:0000922","spindle pole","76/5586","157/17401",1.44004164725166e-05,0.000217734297064451,0.000144913664712904,"ARHGEF7/ASPM/AURKB/BCCIP/BEX4/BOD1/BRCC3/CALM1/CALM2/CALM3/CCNB1/CDC14A/CDC20/CDC25B/CDC6/CEP104/CEP44/CEP63/CEP85/CKAP2L/CTDP1/CTNNB1/DCTN1/DCTN4/DYNC1LI1/EMD/EML1/FAM83D/GIT1/HNRNPU/HSF1/IK/KAT5/KATNA1/KATNAL2/KATNB1/KLHL21/KNTC1/LATS2/MAPRE1/NEDD1/NIN/NUBP2/NUDCD2/NUMA1/ODF2/PKP4/PLK1/PLK2/PLK3/POC1A/POC1B/PPP2CA/PSRC1/RAE1/RALBP1/RGS14/SBDS/SMC1A/SMC3/SPAG5/SPAST/STAG1/TACC3/DYNLT2B/TMEM201/TOPBP1/TUBGCP5/UBXN2B/UNC119/UXT/VPS4A/WDR62/WDR73/YPEL5/ZW10",76
"GO:0030532","GO:0030532","small nuclear ribonucleoprotein complex","41/5586","74/17401",2.8378218239423e-05,0.00041557203894437,0.000276585121993051,"CD2BP2/DDX23/EFTUD2/GEMIN4/HEXIM1/HTATSF1/LARP7/LSM2/LSM3/LSM4/LSM5/LSM6/LSM7/LUC7L2/LUC7L3/MEPCE/PRPF3/PRPF39/PRPF4/PRPF40B/PRPF6/PRPF8/RBM42/SF3A1/SF3A3/SF3B1/SF3B2/SF3B3/SF3B4/SNRNP200/SNRNP27/SNRNP40/SNRNP70/SNRPB/SNRPC/SNRPD1/SNRPD2/SNRPD3/TXNL4B/USP39/ZMAT2",41
"GO:0072686","GO:0072686","mitotic spindle","77/5586","162/17401",2.85843201390308e-05,0.00041557203894437,0.000276585121993051,"AGBL5/ARHGEF7/ASPM/ATAT1/AURKB/BCCIP/CAPG/CDC14A/CDC16/CDC42/CDC6/CKAP2L/CTTN/DCDC2/DCTN1/DIAPH1/DYNLT3/EML1/EML2/EPB41/ESPL1/FAM83D/GEM/GIT1/HAUS2/HAUS3/HAUS4/HAUS7/HNRNPU/HSF1/IK/KAT2A/KAT5/KATNA1/KIF18B/KIF22/KIFC1/LIMK2/LSM14A/MAP4/MAP9/MAPK1/MAPRE1/NGRN/NIN/NUDC/NUDCD2/NUMA1/NUSAP1/PHLPP2/PKP4/PLK1/POLDIP2/RAE1/RANGAP1/RCC2/SIRT2/SKA1/SKA3/SMC1A/SMC3/SPAG5/STAG1/TACC3/TADA2A/TADA3/TAF1D/TBL1XR1/TMEM9/TUBB/TUBB2B/TUBB3/TUBB4B/WDR5/WDR62/WRAP73/YPEL5",77
"GO:0101002","GO:0101002","ficolin-1-rich granule","84/5586","180/17401",2.97333383995498e-05,0.000424120826982257,0.000282274791558784,"ACLY/ACTR10/ACTR1B/ACTR2/ALDOA/ALDOC/ALOX5/AP2A2/APEH/ARSB/ASAH1/ATAD3B/ATG7/ATP6V0A1/ATP6V0C/CAND1/CANT1/CAPN1/CAT/CD55/COMMD9/COTL1/CSNK2B/CSTB/CTSB/CTSD/DBNL/DIAPH1/DOK3/DSP/DYNC1LI1/DYNLT1/EEF1A1/ENPP4/FTH1/GAA/GNS/GPI/GUSB/HMGB1/HSP90AA1/HSP90AB1/HSPA1A/HSPA1B/HSPA6/HSPA8/HUWE1/ILF2/KCMF1/KPNB1/LAMP1/LAMP2/LAMTOR1/LTA4H/MAPK1/MVP/NME2/PDAP1/PFKL/PGAM1/PNP/PPIA/PSMA2/PSMB1/PSMB7/PSMC2/PSMC3/PSMD11/PSMD14/PSMD2/PSMD3/PSMD6/PYGL/QPCT/RAC1/RHOA/SIGLEC14/SRP14/STBD1/TMEM179B/VCL/VCP/XRCC6/YPEL5",84
"GO:0097525","GO:0097525","spliceosomal snRNP complex","37/5586","65/17401",3.10134659288065e-05,0.000434188523003291,0.000288975374541316,"CD2BP2/DDX23/EFTUD2/HTATSF1/LSM2/LSM3/LSM4/LSM5/LSM6/LSM7/LUC7L2/LUC7L3/PRPF3/PRPF39/PRPF4/PRPF40B/PRPF6/PRPF8/RBM42/SF3A1/SF3A3/SF3B1/SF3B2/SF3B3/SF3B4/SNRNP200/SNRNP27/SNRNP40/SNRNP70/SNRPB/SNRPC/SNRPD1/SNRPD2/SNRPD3/TXNL4B/USP39/ZMAT2",37
"GO:0031965","GO:0031965","nuclear membrane","120/5586","275/17401",3.55907359589541e-05,0.000489210843363078,0.000325595632313494,"ABL1/AKIRIN1/ALG14/ALOX5/ANXA4/APEH/AQP1/ARL6IP6/ATP11B/BCL2L1/BRIP1/C9orf72/CASC3/CCND1/CCND2/CCNI/CDK4/CENPV/CEPT1/CLMN/CMTM3/CPNE1/CTDNEP1/DCTN5/DHX37/DMPK/DNAJB12/DNAJB14/DNAJC1/DNAJC2/DPY19L2/DTL/EDNRB/EGFR/EI24/EMD/ENO1/EPHA3/ERN1/FAM169A/FZR1/GCH1/GCHFR/GLE1/GNAQ/HOXA7/IFFO1/INTS2/INTS5/ITGB4/ITPR1/ITPR3/KLHDC2/KPNB1/LBR/LMNB1/LMNB2/LPIN1/MATR3/MCM3AP/MRPS23/MTDH/MYO6/MYOF/NOC4L/NRXN1/NUDT1/NUP107/NUP133/NUP205/NUP210/NUP50/NUP54/NUP85/NUP93/NUP98/NUTF2/P2RX2/PHF11/PLRG1/POM121/POM121C/POMZP3/PRICKLE1/PSEN2/QRICH2/RANGAP1/RAP1GAP2/RBM15/RCC1/RETSAT/SCAI/SCRN1/SDCBP/SENP1/SENP2/SEPHS1/SH3BGRL2/SHISA5/SMAD1/SMOX/SORT1/SPAST/SPIN1/SUN2/SURF4/SYNE1/SYNE2/TMC6/TMEM120A/TMEM201/TMEM38A/TMEM97/TNRC18/TXLNG/UTP18/XPO1/ZMPSTE24/ZNF224/ZNF383",120
"GO:0005874","GO:0005874","microtubule","175/5586","424/17401",3.64295027165022e-05,0.00049179828667278,0.000327317712377595,"AKNA/ARFGEF2/ARHGAP18/ARHGEF2/ARL3/ASPM/ATAT1/AURKB/BAIAP2/BCAS3/BEX4/BICD1/BIRC5/BOD1/CALM1/CALM2/CALM3/CAMSAP1/CAPN6/CCT2/CCT3/CCT5/CCT6A/CCT7/CDK2AP2/CDK5/CDK5RAP3/CEP170/CEP57/CEP57L1/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/CLIP2/CLMP/CSNK1D/CYLD/DCDC2/DCTN1/DCX/DCXR/DNAH1/DNAH14/DNAH17/DNAH3/DNM1/DNM2/DNM3/DPP9/DPYSL2/DST/DVL1/DYNC1LI1/DYNLRB1/DYNLT1/DYNLT3/EMD/EML1/EML2/EML6/FBXW11/FEZ1/FHDC1/FIGN/GABARAPL1/GAS2L1/GAS8/GSK3A/GTSE1/HAUS2/HAUS3/HAUS4/HAUS7/HNRNPU/HOOK3/INCENP/INO80/IQGAP1/JAKMIP1/KATNA1/KATNAL2/KATNB1/KCNAB2/KIF13A/KIF15/KIF17/KIF18B/KIF1A/KIF1C/KIF20A/KIF21B/KIF22/KIF2C/KIF3A/KIF3B/KIF4A/KIF4B/KIF5A/KIF7/KIFC1/KLC2/KLHL21/KNTC1/MACF1/MAP1A/MAP1B/MAP3K11/MAP4/MAP6/MAP9/MAPRE1/MAPRE2/MAPT/MID1/MID1IP1/MID2/NAV1/NCKAP5L/NDRG1/NIN/NINL/NUDC/NUMA1/NUSAP1/ODF2/OPA1/PBXIP1/PCNT/PLK1/PSRC1/RAB3D/RCC2/REEP2/REEP3/RGS14/RNF4/RPGRIP1L/RUSC1/SERP1/SHROOM1/SIRT2/SKA1/SKA3/SLAIN1/SLAIN2/SLC8A1/SPAG5/SPAG8/SPAST/SPRY2/SRPRB/STMN1/TBCB/TBCD/TBCE/TPGS2/TRPV4/TTL/TTLL1/TTLL5/TUBA1A/TUBA1B/TUBA1C/TUBA4A/TUBB/TUBB2B/TUBB3/TUBB4B/TUBE1/TUBGCP5/ZW10/ZWILCH",175
"GO:0090734","GO:0090734","site of DNA damage","47/5586","89/17401",4.03849846481437e-05,0.000535632427964853,0.000356491646570872,"ACTR2/ARPC1A/ARPC3/ARPC4/CBX1/CBX5/CUL5/DDB1/DDB2/H2AX/HELB/HUS1/IFFO1/INTS3/MAD2L2/MMS22L/NBN/NHEJ1/PARP1/PARP3/POLH/PRPF19/RAD50/RBBP8/RFWD3/RNF168/RNF169/RPA1/RPA2/RPA4/SAMHD1/SIRT6/SIRT7/SLFN11/SMARCA5/SMARCAD1/SMARCAL1/TIMELESS/TP53BP1/TRAIP/UBQLN4/UFL1/VCP/WDR70/XPC/XRCC5/ZBTB7A",47
"GO:0051233","GO:0051233","spindle midzone","23/5586","35/17401",4.55844232068707e-05,0.000594169378351625,0.000395451076095902,"APP/ARL8B/AURKB/CCDC69/CDC42/CDC6/CDCA8/CENPV/CTDP1/CTTN/EML1/GEM/HNRNPU/INCENP/KIF18B/MAP9/MAPRE1/MAPRE2/NUMA1/PKP4/PLK1/RCC2/UNC119",23
"GO:0032587","GO:0032587","ruffle membrane","48/5586","92/17401",5.04585395083951e-05,0.000646553489294012,0.000430315466280337,"ADAM17/AIF1L/AKT2/ARF4/ARHGEF2/ARHGEF4/CDKL5/CFL1/CLCN3/CORO1C/DIAPH1/DLC1/DNM2/EEF1A1/EGFR/EPB41L5/EPHA2/EPS8/FERMT1/INPP5K/ITGA5/ITGB1/KSR1/LCP1/MACF1/MTMR6/MYO6/NF2/NME1/PACSIN1/PDE9A/PDXP/PIP5K1A/PIP5K1C/PPP1R9B/PSD3/PTPRJ/RAC1/RASGRP2/RHOA/SH2D3C/SH3YL1/SPRY2/SPRY4/THEM4/TIRAP/TRPV4/TWF1",48
"GO:0000313","GO:0000313","organellar ribosome","45/5586","85/17401",5.39353414537819e-05,0.000657663195791276,0.000437709562222542,"AURKAIP1/GADD45GIP1/MRPL1/MRPL11/MRPL12/MRPL14/MRPL15/MRPL20/MRPL23/MRPL27/MRPL28/MRPL3/MRPL30/MRPL33/MRPL35/MRPL36/MRPL37/MRPL38/MRPL4/MRPL40/MRPL41/MRPL44/MRPL45/MRPL46/MRPL47/MRPL49/MRPL51/MRPL52/MRPL53/MRPL54/MRPL9/MRPS10/MRPS11/MRPS12/MRPS15/MRPS16/MRPS18A/MRPS18B/MRPS2/MRPS23/MRPS25/MRPS35/MRPS5/MRPS7/MTG1",45
